Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Price,Company,Mileage(km/kg),Engine(CC),Power(bhp),New_car_Price
Hyderabad,2009,50902,Petrol,Automatic,First,5.0,3.0,Hyundai,19.2,1197.0,80.0,
Coimbatore,2015,84725,Diesel,Manual,First,7.0,11.6,Mahindra,15.1,2179.0,140.0,
Mumbai,2013,40000,Diesel,Manual,Second,5.0,6.95,Hyundai,22.7,1582.0,126.24,
Mumbai,2010,60000,Petrol,Manual,Third,5.0,3.5,Volkswagen,14.3,1798.0,160.0,
Coimbatore,2014,33496,Petrol,Manual,First,5.0,5.5,Hyundai,18.9,1197.0,81.86,7.45
Mumbai,2015,25000,Petrol,Manual,First,5.0,5.65,Hyundai,18.6,1197.0,81.83,
Ahmedabad,2013,71000,Diesel,Manual,First,8.0,3.25,Chevrolet,18.2,1248.0,73.8,
Coimbatore,2015,20826,Petrol,Automatic,First,5.0,7.72,Skoda,14.3,1598.0,103.6,
Pune,2016,42244,Diesel,Manual,First,5.0,12.0,Hyundai,19.67,1582.0,126.2,
Jaipur,2013,98598,Diesel,Manual,First,5.0,1.55,Chevrolet,25.44,936.0,57.6,
Delhi,2011,62100,Diesel,Manual,First,7.0,10.75,Toyota,11.5,2982.0,171.0,
Coimbatore,2016,44238,Petrol,Manual,First,5.0,6.72,Hyundai,18.6,1197.0,81.83,
Coimbatore,2012,91743,Diesel,Automatic,First,7.0,28.55,Audi,12.07,2967.0,241.4,
Bangalore,2013,19828,Diesel,Automatic,Second,4.0,75.0,Porsche,17.85,2967.0,300.0,
Hyderabad,2016,36891,Petrol,Manual,First,5.0,10.49,Honda,17.8,1497.0,117.3,
Hyderabad,2012,90049,Diesel,Manual,First,7.0,3.8,Mahindra,17.21,1493.0,100.0,
Ahmedabad,2012,74002,Diesel,Automatic,First,5.0,18.5,Audi,16.55,1968.0,140.0,
Kolkata,2013,41000,Petrol,Automatic,First,5.0,6.0,Hyundai,12.37,2359.0,198.25,
Hyderabad,2012,83678,Diesel,Manual,First,5.0,5.5,Hyundai,22.32,1582.0,126.32,
Pune,2010,91000,Petrol,Manual,First,5.0,2.3,Maruti,18.9,998.0,67.1,
Jaipur,2016,50000,Diesel,Manual,First,7.0,8.7,Maruti,24.52,1248.0,88.5,
Delhi,2015,58000,Diesel,Manual,First,5.0,4.95,Hyundai,24.4,1120.0,71.01,
Jaipur,2012,80000,Diesel,Manual,First,5.0,4.25,Maruti,22.9,1248.0,74.0,
Kochi,2017,41290,Diesel,Manual,Second,7.0,10.94,Mahindra,16.0,2179.0,140.0,
Delhi,2013,65000,Diesel,Automatic,First,5.0,21.26,BMW,22.48,1995.0,190.0,67.87
Bangalore,2016,16471,Petrol,Manual,Second,5.0,11.5,Toyota,14.28,1798.0,138.03,20.48
Pune,2015,54339,Diesel,Manual,Second,5.0,6.0,Hyundai,22.54,1396.0,88.73,
Hyderabad,2016,24025,Petrol,Manual,First,6.0,4.1,Mahindra,18.15,1198.0,82.0,
Kolkata,2013,24027,Petrol,Manual,First,5.0,2.01,Maruti,24.7,796.0,47.3,
Hyderabad,2010,59270,Petrol,Manual,First,5.0,2.6,Fiat,15.7,1172.0,67.0,
Kolkata,2012,40000,Petrol,Manual,First,5.0,2.35,Maruti,18.9,998.0,67.1,
Bangalore,2012,155566,Diesel,Manual,Second,6.0,9.15,Mitsubishi,9.5,2835.0,118.6,
Chennai,2013,42320,Petrol,Manual,First,5.0,2.9,Honda,19.4,1198.0,86.8,
Coimbatore,2017,24153,Diesel,Manual,Second,5.0,9.18,Hyundai,22.54,1396.0,88.73,
Mumbai,2016,27000,Petrol,Automatic,First,5.0,11.45,Hyundai,13.0,1591.0,121.3,
Hyderabad,2012,92000,CNG,Manual,Second,5.0,2.1,Maruti,26.83,796.0,38.4,
Kochi,2017,61795,Petrol,Manual,First,5.0,5.53,Honda,17.8,1198.0,86.7,
Chennai,2016,13500,Petrol,Manual,First,6.0,3.75,Mahindra,18.15,1198.0,82.0,
Pune,2018,4500,Petrol,Automatic,First,5.0,12.5,Honda,18.0,1497.0,117.3,15.17
Mumbai,2017,23000,Diesel,Automatic,First,7.0,15.5,Mahindra,16.0,2179.0,140.0,
Mumbai,2013,80578,Diesel,Automatic,Second,5.0,14.5,Mercedes-Benz,14.84,2143.0,170.0,
Coimbatore,2017,42646,Diesel,Automatic,First,5.0,12.46,Renault,19.6,1461.0,108.45,15.05
Bangalore,2014,30000,Petrol,Manual,Second,5.0,5.25,Volkswagen,16.47,1198.0,74.0,
Bangalore,2009,98000,Diesel,Automatic,Second,5.0,25.0,Mercedes-Benz,13.5,2987.0,282.0,
Hyderabad,2012,50000,Diesel,Automatic,First,4.0,45.0,Jaguar,12.9,2993.0,271.23,
Jaipur,2015,63310,Diesel,Manual,First,5.0,5.1,Maruti,28.4,1248.0,74.0,8.13
Delhi,2014,66000,Diesel,Manual,First,5.0,3.5,Honda,25.8,1498.0,98.6,
Ahmedabad,2011,74000,Diesel,Automatic,Second,5.0,12.5,BMW,16.07,1995.0,181.0,
Hyderabad,2012,93000,Diesel,Manual,First,5.0,5.55,Hyundai,23.5,1396.0,88.7,
Delhi,2015,70000,Diesel,Automatic,First,7.0,19.48,Toyota,11.5,2982.0,169.0,
Ahmedabad,2012,48772,Petrol,Manual,First,5.0,3.91,Maruti,18.6,1197.0,85.8,
Chennai,2010,66000,Petrol,Manual,First,5.0,2.19,Chevrolet,18.6,1199.0,79.4,
Coimbatore,2017,27417,Petrol,Automatic,First,5.0,6.89,Hyundai,18.9,1197.0,82.0,
Coimbatore,2011,51593,Petrol,Manual,Second,5.0,3.47,Ford,15.6,1196.0,70.0,
Pune,2010,75000,Petrol,Manual,First,5.0,2.85,Maruti,16.1,1298.0,88.2,
Coimbatore,2016,39237,Diesel,Automatic,First,5.0,25.64,Audi,17.11,1968.0,174.33,
Kochi,2018,11966,Petrol,Manual,First,5.0,10.28,Honda,16.8,1497.0,116.3,
Hyderabad,2015,37000,Petrol,Manual,First,5.0,6.3,Honda,18.2,1199.0,88.7,8.79
Chennai,2014,70920,Diesel,Manual,First,5.0,4.75,Volkswagen,20.14,1498.0,88.8,
Hyderabad,2013,65280,Diesel,Manual,First,5.0,5.8,Nissan,19.87,1461.0,83.14,14.72
Hyderabad,2016,62000,Diesel,Automatic,First,7.0,44.5,Land,12.51,2179.0,187.7,
Kochi,2014,44525,Petrol,Manual,First,5.0,4.65,Hyundai,18.5,1197.0,82.9,
Jaipur,2009,86863,Petrol,Manual,First,5.0,3.6,Honda,17.0,1497.0,118.0,
Hyderabad,2015,102626,Diesel,Manual,First,7.0,12.25,Mahindra,16.0,2179.0,140.0,
Jaipur,2017,45000,Diesel,Manual,First,5.0,20.0,Jeep,16.3,1956.0,170.0,25.54
Jaipur,2017,22000,Diesel,Manual,First,7.0,16.0,Mahindra,16.0,2179.0,140.0,
Coimbatore,2011,108905,Diesel,Automatic,Second,8.0,6.21,Mahindra,11.79,2179.0,120.0,
Kolkata,2016,12800,Petrol,Manual,First,7.0,3.25,Datsun,19.44,1198.0,67.0,
Kolkata,2016,32000,Diesel,Manual,First,7.0,9.75,Mahindra,15.4,2179.0,120.0,
Mumbai,2014,39000,Petrol,Automatic,First,5.0,4.45,Honda,15.5,1198.0,86.7,
Pune,2017,42000,Diesel,Manual,First,5.0,12.0,Honda,25.6,1498.0,98.6,16.84
Chennai,2008,73000,Petrol,Manual,First,5.0,0.8,Tata,14.4,1396.0,65.0,
Chennai,2018,48000,Diesel,Manual,First,5.0,5.95,Hyundai,24.0,1186.0,73.97,8.28
Pune,2015,18000,CNG,Manual,First,4.0,3.0,Maruti,33.44,796.0,40.3,
Kolkata,2014,19000,Petrol,Manual,First,5.0,5.25,Hyundai,17.43,1396.0,105.5,
Coimbatore,2019,33598,Diesel,Manual,First,7.0,22.2,Toyota,13.68,2393.0,147.8,23.94
Jaipur,2012,63000,Diesel,Automatic,First,5.0,13.5,BMW,17.05,1995.0,184.0,
Chennai,2015,48000,Diesel,Automatic,First,5.0,13.5,Volkswagen,16.96,1968.0,138.03,
Delhi,2014,66000,Diesel,Manual,First,5.0,3.47,Ford,20.0,1399.0,68.05,
Ahmedabad,2013,80000,Diesel,Automatic,Second,7.0,9.5,Mahindra,11.18,2696.0,184.0,
Chennai,2011,37000,Petrol,Manual,First,5.0,4.8,Volkswagen,15.04,1598.0,103.6,
Kochi,2016,35058,Petrol,Manual,First,5.0,6.54,Skoda,15.0,1598.0,103.52,
Delhi,2012,52000,Petrol,Manual,First,5.0,3.1,Volkswagen,16.47,1198.0,73.9,
Hyderabad,2015,61313,Diesel,Manual,First,5.0,7.99,Maruti,23.65,1248.0,88.5,
Kolkata,2009,45000,Petrol,Manual,Second,5.0,3.3,Toyota,14.53,1798.0,138.1,
Bangalore,2015,74000,Diesel,Manual,First,7.0,8.75,Maruti,20.77,1248.0,88.8,
Hyderabad,2013,89000,Petrol,Automatic,First,5.0,4.19,Hyundai,19.2,1197.0,80.0,
Kochi,2019,13414,Diesel,Automatic,First,5.0,30.77,Mercedes-Benz,17.9,2143.0,136.0,43.07
Jaipur,2006,95000,Petrol,Manual,Second,5.0,2.11,Honda,16.9,1497.0,100.0,
Jaipur,2018,15900,Petrol,Manual,First,6.0,6.25,Mahindra,18.15,1198.0,82.0,7.88
Delhi,2011,151000,Diesel,Manual,First,7.0,11.4,Toyota,11.5,2982.0,171.0,
Bangalore,2011,65000,Petrol,Manual,First,5.0,5.2,Honda,17.0,1497.0,118.0,
Coimbatore,2017,36824,Diesel,Automatic,First,5.0,39.84,Audi,18.53,1968.0,187.74,69.37
Coimbatore,2013,65287,Diesel,Manual,First,5.0,4.45,Ford,20.0,1399.0,68.05,
Kolkata,2014,52000,Diesel,Automatic,First,5.0,19.5,Mercedes-Benz,17.9,2143.0,136.0,
Hyderabad,2007,33000,Petrol,Manual,First,5.0,1.75,Chevrolet,15.26,1150.0,74.9,
Hyderabad,2016,71000,Diesel,Manual,First,5.0,5.1,Ford,25.83,1498.0,99.0,
Delhi,2013,71000,Diesel,Automatic,First,5.0,6.8,Hyundai,22.7,1582.0,126.2,
Kolkata,2016,20000,Petrol,Automatic,First,5.0,5.74,Maruti,21.4,1197.0,83.1,9.04
Hyderabad,2010,71000,Petrol,Manual,First,5.0,3.3,Maruti,16.1,1197.0,85.0,
Hyderabad,2010,29000,Diesel,Automatic,First,4.0,32.0,Mercedes-Benz,9.9,3498.0,271.72,
Ahmedabad,2016,27000,Diesel,Automatic,First,5.0,35.0,BMW,21.76,1995.0,190.0,55.07
Chennai,2017,19000,Diesel,Automatic,First,5.0,8.9,Maruti,28.4,1248.0,73.75,10.97
Mumbai,2011,58000,Petrol,Manual,Second,5.0,4.0,Hyundai,17.01,1591.0,121.3,
Kochi,2018,42203,Diesel,Manual,First,5.0,19.46,Jeep,17.1,1956.0,170.0,21.72
Hyderabad,2009,94000,Diesel,Automatic,First,5.0,5.25,Hyundai,11.4,1991.0,142.0,
Delhi,2013,52000,CNG,Manual,Second,5.0,2.6,Maruti,15.1,1196.0,73.0,
Kolkata,2018,4900,Diesel,Manual,First,5.0,9.22,Tata,21.5,1497.0,108.5,11.47
Jaipur,2013,70000,Petrol,Manual,First,5.0,1.8,Hyundai,21.1,814.0,55.2,
Kochi,2015,65266,Diesel,Automatic,First,5.0,31.75,BMW,14.69,2993.0,258.0,
Delhi,2014,54569,Diesel,Manual,First,7.0,5.99,Maruti,20.77,1248.0,88.76,
Kochi,2015,51361,Petrol,Manual,First,5.0,4.94,Honda,18.0,1198.0,86.7,
Jaipur,2007,125000,Petrol,Manual,Third,5.0,1.5,Ford,16.6,1388.0,68.0,
Bangalore,2008,66000,Petrol,Manual,Third,5.0,3.25,Honda,13.5,1799.0,130.0,
Hyderabad,2007,65047,LPG,Manual,First,5.0,1.95,Maruti,17.3,1061.0,57.5,
Delhi,2014,22281,Diesel,Manual,First,7.0,6.5,Maruti,20.77,1248.0,88.8,
Delhi,2013,63210,Diesel,Manual,First,5.0,3.71,Hyundai,24.0,1120.0,70.0,
Pune,2018,31000,Petrol,Manual,First,5.0,5.0,Hyundai,20.14,1197.0,81.86,
Ahmedabad,2008,60000,Petrol,Manual,First,5.0,1.99,Hyundai,19.81,1086.0,68.05,
Mumbai,2017,32006,Petrol,Manual,First,5.0,4.25,Honda,18.0,1198.0,86.7,
Ahmedabad,2009,78000,Diesel,Automatic,First,5.0,8.0,Audi,12.4,2698.0,179.5,
Mumbai,2011,9489,Petrol,Manual,First,5.0,2.95,Hyundai,20.36,1197.0,78.9,
Pune,2018,5000,Petrol,Manual,First,5.0,3.5,Renault,25.17,799.0,53.3,4.9
Jaipur,2012,60000,Diesel,Automatic,Second,5.0,16.0,Audi,15.2,1968.0,140.8,
Jaipur,2015,50000,Petrol,Manual,First,5.0,2.75,Maruti,22.74,796.0,47.3,
Delhi,2015,53000,Petrol,Manual,First,5.0,6.95,Honda,17.8,1497.0,117.3,
Delhi,2011,64000,Petrol,Automatic,Second,5.0,12.5,Mercedes-Benz,11.74,1796.0,186.0,
Coimbatore,2017,43827,Diesel,Automatic,First,5.0,36.83,Audi,13.22,2967.0,241.4,
Pune,2011,36431,Petrol,Manual,First,5.0,2.7,Volkswagen,16.2,1199.0,74.0,
Mumbai,2017,35000,Diesel,Manual,First,5.0,9.9,Hyundai,21.38,1396.0,88.7,
Kochi,2011,94832,Petrol,Manual,First,5.0,3.83,Honda,17.0,1497.0,118.0,
Coimbatore,2012,88381,Petrol,Manual,First,5.0,5.25,Honda,17.0,1497.0,118.0,
Kolkata,2016,45194,Diesel,Manual,First,5.0,7.75,Maruti,22.7,1598.0,118.0,
Mumbai,2010,66000,Petrol,Manual,Second,5.0,2.46,Maruti,16.51,1586.0,103.2,
Kolkata,2014,38578,Diesel,Manual,First,5.0,3.96,Maruti,23.4,1248.0,74.0,
Chennai,2015,40000,Diesel,Manual,First,7.0,8.25,Maruti,20.77,1248.0,88.8,
Coimbatore,2018,20632,Petrol,Manual,First,5.0,7.58,Hyundai,18.6,1197.0,81.83,
Hyderabad,2014,73042,Diesel,Manual,First,5.0,3.99,Hyundai,24.0,1120.0,70.0,
Delhi,2014,54257,Petrol,Manual,First,5.0,6.25,Honda,17.4,1497.0,117.3,
Hyderabad,2013,93000,Diesel,Manual,First,5.0,5.0,Skoda,20.5,1598.0,103.5,
Hyderabad,2005,102000,Diesel,Automatic,Second,5.0,4.65,Mercedes-Benz,11.0,2987.0,198.5,
Coimbatore,2016,28881,Diesel,Automatic,First,7.0,21.37,Hyundai,13.01,2199.0,194.3,
Hyderabad,2007,52195,Petrol,Manual,First,5.0,1.75,Maruti,19.7,796.0,46.3,
Coimbatore,2018,20422,Diesel,Manual,First,5.0,16.09,ISUZU,12.4,2499.0,134.0,
Kolkata,2012,38000,Diesel,Manual,First,5.0,4.1,Hyundai,24.8,1396.0,88.7,
Coimbatore,2015,92885,Diesel,Manual,First,5.0,3.56,Ford,20.0,1399.0,68.0,
Pune,2010,43000,Petrol,Manual,Second,5.0,4.21,Honda,17.0,1497.0,118.0,
Delhi,2015,57000,Diesel,Manual,First,5.0,6.6,Hyundai,23.9,1582.0,126.2,
Coimbatore,2018,32434,Petrol,Automatic,First,5.0,14.35,Hyundai,13.0,1591.0,121.3,
Hyderabad,2017,32000,Diesel,Manual,First,5.0,9.5,Ford,22.7,1498.0,89.84,
Delhi,2011,59000,Diesel,Automatic,First,4.0,21.9,BMW,11.2,2993.0,241.0,
Coimbatore,2016,76467,Diesel,Automatic,First,5.0,30.45,BMW,18.12,1995.0,190.0,
Hyderabad,2016,100000,Diesel,Manual,First,5.0,5.1,Ford,25.83,1498.0,99.0,
Pune,2013,37086,Petrol,Automatic,First,5.0,5.44,Hyundai,17.0,1591.0,121.3,
Jaipur,2010,135000,Diesel,Manual,First,5.0,1.6,Ford,13.8,1399.0,68.0,
Kochi,2014,54862,Diesel,Automatic,First,5.0,16.67,Audi,17.68,1968.0,174.33,
Pune,2012,56200,Petrol,Automatic,First,5.0,3.85,Hyundai,15.0,1396.0,98.6,
Kochi,2011,169006,Diesel,Manual,First,7.0,10.64,Toyota,14.24,2755.0,174.5,36.69
Bangalore,2016,20229,Petrol,Manual,First,5.0,3.5,Renault,25.17,799.0,53.3,
Chennai,2008,62000,Petrol,Manual,Third,5.0,1.1,Chevrolet,18.0,995.0,62.0,
Hyderabad,2011,51500,Petrol,Manual,Second,5.0,2.6,Hyundai,16.2,1599.0,103.2,
Hyderabad,2012,69000,Diesel,Automatic,First,5.0,18.5,BMW,18.88,1995.0,184.0,
Hyderabad,2015,62476,Diesel,Manual,First,5.0,7.95,Maruti,26.59,1248.0,74.0,
Jaipur,2017,60500,Diesel,Manual,First,5.0,5.49,Hyundai,25.4,1186.0,73.97,
Mumbai,2017,17978,Petrol,Automatic,First,5.0,6.95,Honda,19.0,1199.0,88.7,10.1
Jaipur,2008,300000,Diesel,Manual,First,5.0,1.0,Tata,17.0,1405.0,70.0,
Chennai,2013,123000,Diesel,Manual,Second,5.0,4.45,Ford,17.8,1399.0,67.0,
Kolkata,2016,45296,Diesel,Manual,First,5.0,6.99,Maruti,25.1,1248.0,88.5,12.53
Coimbatore,2008,77325,Petrol,Manual,First,5.0,3.51,Maruti,15.6,1586.0,104.68,
Kochi,2018,25858,Petrol,Automatic,First,5.0,7.54,Maruti,21.4,1197.0,83.1,
Bangalore,2016,120000,Diesel,Manual,First,5.0,3.65,Maruti,23.2,1248.0,73.94,
Ahmedabad,2016,22000,Diesel,Automatic,First,5.0,16.0,Hyundai,19.5,1582.0,126.24,
Kolkata,2012,11000,Petrol,Manual,First,5.0,1.4,Chevrolet,16.2,995.0,62.1,
Mumbai,2017,3900,Petrol,Manual,First,5.0,6.45,Hyundai,18.6,1197.0,81.83,
Hyderabad,2016,106092,Diesel,Manual,First,5.0,4.4,Hyundai,24.4,1120.0,71.0,
Delhi,2015,27000,Petrol,Automatic,First,5.0,5.95,Honda,19.0,1199.0,88.7,
Ahmedabad,2013,11000,Petrol,Manual,First,5.0,3.9,Honda,19.4,1198.0,86.8,
Coimbatore,2016,39753,Diesel,Automatic,First,5.0,35.28,Mercedes-Benz,13.0,2143.0,201.1,
Pune,2017,39800,Diesel,Manual,First,7.0,14.25,Tata,17.6,2179.0,153.86,20.87
Pune,2017,73000,Diesel,Manual,First,5.0,4.5,Hyundai,24.4,1120.0,71.0,
Pune,2015,55000,Diesel,Manual,First,5.0,7.5,Ford,22.7,1498.0,89.84,
Coimbatore,2017,18351,Petrol,Automatic,First,4.0,3.41,Tata,21.9,624.0,37.48,
Pune,2013,45000,Petrol,Manual,Second,5.0,3.25,Honda,19.4,1198.0,86.8,
Hyderabad,2016,112200,Diesel,Manual,First,7.0,8.3,Maruti,24.52,1248.0,88.5,
Bangalore,2010,29000,Petrol,Manual,First,5.0,3.45,Hyundai,20.36,1197.0,78.9,
Mumbai,2015,53392,Diesel,Manual,First,7.0,11.95,Mahindra,16.0,2179.0,140.0,
Hyderabad,2010,71000,Diesel,Manual,First,5.0,4.25,Volkswagen,20.54,1598.0,103.6,
Hyderabad,2014,93000,Diesel,Manual,First,7.0,8.25,Tata,14.0,2179.0,138.1,
Hyderabad,2010,119000,Petrol,Manual,First,5.0,5.95,Honda,10.2,2354.0,180.0,
Coimbatore,2016,42225,Petrol,Manual,First,7.0,4.3,Maruti,15.1,1196.0,73.0,4.98
Ahmedabad,2012,65000,Diesel,Manual,First,5.0,3.9,Maruti,22.9,1248.0,74.0,
Pune,2016,27809,Petrol,Automatic,First,5.0,6.41,Maruti,21.4,1197.0,83.1,
Coimbatore,2015,65100,Diesel,Manual,First,7.0,8.36,Mahindra,15.1,2179.0,140.0,
Chennai,2014,51000,Petrol,Manual,First,5.0,3.85,Hyundai,19.1,1197.0,82.0,
Hyderabad,2017,10000,Diesel,Automatic,First,5.0,36.0,Mercedes-Benz,19.27,2143.0,167.62,
Kolkata,2011,54895,Petrol,Manual,First,5.0,7.5,Skoda,13.14,1798.0,160.0,
Hyderabad,2015,80768,Diesel,Manual,First,5.0,5.7,Volkswagen,20.14,1498.0,88.73,
Kochi,2019,12076,Petrol,Manual,First,5.0,5.5,Maruti,20.89,1197.0,81.8,5.9
Chennai,2016,49000,Diesel,Manual,First,5.0,5.9,Maruti,25.2,1248.0,74.0,
Mumbai,2015,42366,Petrol,Manual,First,5.0,7.75,Honda,17.8,1497.0,117.3,
Ahmedabad,2010,68000,Diesel,Automatic,First,5.0,18.0,BMW,11.5,2993.0,235.0,
Hyderabad,2008,122397,Diesel,Manual,First,5.0,4.4,Skoda,17.5,1896.0,106.0,
Coimbatore,2017,50534,Petrol,Automatic,First,5.0,8.27,Volkswagen,17.21,1197.0,103.5,11.66
Ahmedabad,2014,55300,Diesel,Manual,First,5.0,4.75,Renault,19.87,1461.0,83.8,
Hyderabad,2008,73095,Petrol,Automatic,First,5.0,3.8,Honda,16.8,1497.0,118.0,
Ahmedabad,2011,51100,Diesel,Manual,First,5.0,3.4,Volkswagen,20.54,1598.0,103.6,
Pune,2016,13436,Petrol,Manual,Second,5.0,4.7,Hyundai,18.9,1197.0,82.0,
Pune,2008,76000,Petrol,Manual,Second,5.0,1.49,Ford,16.6,1388.0,68.0,
Mumbai,2016,63141,Diesel,Manual,Second,5.0,4.5,Hyundai,24.4,1120.0,71.0,
Hyderabad,2014,74885,Diesel,Manual,First,5.0,5.4,Honda,25.8,1498.0,98.6,
Hyderabad,2016,14000,Petrol,Automatic,First,5.0,11.5,Honda,18.0,1497.0,117.3,
Pune,2012,56000,Diesel,Manual,Second,5.0,3.5,Renault,20.4,1461.0,108.5,
Ahmedabad,2010,46000,Diesel,Automatic,First,5.0,16.5,BMW,22.48,1995.0,190.0,63.71
Mumbai,2012,51800,Petrol,Manual,First,5.0,3.9,Maruti,15.5,1586.0,103.3,
Hyderabad,2007,81000,Petrol,Automatic,First,5.0,3.25,Honda,16.4,1497.0,78.0,
Kochi,2018,17370,Petrol,Manual,First,5.0,5.84,Volkswagen,17.0,1198.0,73.75,
Hyderabad,2016,18456,Petrol,Manual,First,5.0,5.75,Volkswagen,17.0,1198.0,73.75,
Delhi,2010,59000,Diesel,Automatic,First,5.0,10.0,Audi,16.55,1968.0,140.0,
Mumbai,2006,141537,Petrol,Manual,Second,5.0,1.05,Maruti,18.9,998.0,67.1,
Delhi,2013,51000,Diesel,Automatic,First,5.0,5.64,Hyundai,19.08,1582.0,126.32,
Coimbatore,2019,29311,Diesel,Automatic,First,5.0,50.97,Mercedes-Benz,17.9,2143.0,170.0,64.57
Mumbai,2016,31000,Diesel,Automatic,First,5.0,29.95,BMW,21.76,1995.0,190.0,60.88
Mumbai,2014,80000,Diesel,Manual,Second,7.0,4.85,Honda,24.2,1498.0,98.6,
Hyderabad,2016,33000,Diesel,Automatic,First,5.0,14.5,Hyundai,17.01,1582.0,126.2,
Hyderabad,2011,71556,Petrol,Manual,First,5.0,5.5,Honda,17.0,1497.0,118.0,
Bangalore,2011,85000,Diesel,Manual,First,5.0,3.2,Ford,17.8,1399.0,68.0,
Chennai,2016,91000,Diesel,Manual,First,5.0,4.5,Maruti,26.59,1248.0,74.0,
Coimbatore,2015,73187,Diesel,Automatic,First,5.0,30.72,Mercedes-Benz,13.0,2143.0,204.0,
Jaipur,2009,232000,Diesel,Manual,First,7.0,3.5,Chevrolet,11.5,1991.0,147.9,
Bangalore,2007,127079,Diesel,Manual,First,7.0,6.99,Toyota,12.8,2494.0,102.0,
Kochi,2014,58816,Diesel,Manual,First,7.0,3.45,Mahindra,17.21,1493.0,100.0,
Kochi,2015,63818,Petrol,Manual,First,5.0,6.57,Honda,17.4,1497.0,117.3,
Kolkata,2014,40000,Diesel,Automatic,First,5.0,17.5,Audi,17.11,1968.0,174.33,
Delhi,2013,77445,Diesel,Manual,First,5.0,3.75,Volkswagen,22.07,1199.0,73.9,
Pune,2017,14000,Petrol,Automatic,First,5.0,9.99,Ford,14.8,1497.0,121.36,13.23
Kolkata,2012,85122,Diesel,Manual,First,7.0,8.2,Toyota,12.99,2494.0,100.0,
Jaipur,2005,123000,Petrol,Manual,Third,5.0,1.1,Honda,13.0,1493.0,100.0,
Kochi,2015,61000,CNG,Manual,First,5.0,3.89,Maruti,22.1,1586.0,85.7,
Chennai,2015,63714,Petrol,Manual,First,5.0,2.45,Maruti,24.7,796.0,47.3,
Pune,2009,53000,Diesel,Automatic,First,5.0,13.75,Mercedes-Benz,8.7,2987.0,224.34,
Kolkata,2017,60000,Diesel,Manual,First,5.0,3.0,Maruti,26.59,1248.0,74.0,
Ahmedabad,2017,33000,Diesel,Manual,First,5.0,9.25,Maruti,24.3,1248.0,88.5,11.06
Mumbai,2013,31000,Diesel,Automatic,First,5.0,17.65,Volvo,13.2,2400.0,215.0,
Delhi,2014,79000,Diesel,Automatic,First,7.0,18.25,Toyota,12.55,2982.0,168.5,
Kochi,2013,67914,Diesel,Manual,First,5.0,3.45,Hyundai,23.0,1396.0,90.0,
Bangalore,2015,58970,Diesel,Automatic,First,5.0,23.75,Audi,17.11,1968.0,174.33,
Mumbai,2013,60000,Diesel,Manual,Second,5.0,5.45,Nissan,19.64,1461.0,108.5,17.21
Coimbatore,2017,35225,Petrol,Automatic,First,5.0,5.25,Maruti,23.1,998.0,67.04,6.56
Delhi,2012,62282,Petrol,Automatic,First,5.0,2.9,Hyundai,16.95,1197.0,78.9,
Hyderabad,2010,80000,Diesel,Automatic,First,5.0,14.2,BMW,22.69,1995.0,190.0,47.2
Kochi,2018,43698,Petrol,Manual,First,5.0,5.8,Hyundai,18.9,1197.0,82.0,
Coimbatore,2017,28052,Petrol,Automatic,First,5.0,7.22,Hyundai,18.9,1197.0,82.0,
Coimbatore,2016,29091,Petrol,Manual,First,5.0,4.87,Hyundai,18.9,1197.0,81.86,6.82
Delhi,2013,63000,Petrol,Manual,First,5.0,3.3,Volkswagen,16.47,1198.0,74.0,
Hyderabad,2007,91000,Petrol,Manual,Second,5.0,3.0,Honda,17.7,1497.0,78.0,
Hyderabad,2014,30000,Diesel,Automatic,First,5.0,26.0,Mercedes-Benz,17.9,2143.0,136.0,
Hyderabad,2017,24571,Petrol,Manual,First,5.0,2.9,Maruti,14.0,796.0,35.0,
Bangalore,2014,45000,Petrol,Automatic,First,5.0,7.5,Hyundai,15.74,1591.0,121.3,
Hyderabad,2015,24617,Petrol,Manual,First,5.0,2.36,Maruti,22.74,796.0,47.3,
Coimbatore,2017,26927,Diesel,Manual,First,5.0,11.39,Maruti,24.3,1248.0,88.5,12.56
Kochi,2013,87736,Diesel,Manual,First,7.0,7.02,Mahindra,15.1,2179.0,140.0,
Delhi,2016,35299,Diesel,Manual,First,5.0,8.0,Maruti,24.3,1248.0,88.5,10.14
Kochi,2017,51612,Petrol,Manual,First,5.0,7.11,Hyundai,18.6,1197.0,81.83,
Mumbai,1998,55300,Diesel,Automatic,First,5.0,3.9,Mercedes-Benz,10.0,1796.0,157.7,
Hyderabad,2009,65090,Petrol,Manual,First,5.0,2.15,Maruti,19.7,796.0,46.3,
Kolkata,2013,40000,Petrol,Manual,First,5.0,3.25,Honda,18.0,1198.0,86.7,
Kochi,2015,38467,Diesel,Automatic,First,5.0,70.66,Land,12.65,2993.0,255.0,1.6
Mumbai,2013,71904,Diesel,Manual,First,5.0,4.61,Hyundai,24.0,1120.0,70.0,
Mumbai,2008,87000,Petrol,Manual,First,5.0,2.35,Honda,13.5,1799.0,130.0,
Chennai,2014,33000,Diesel,Manual,Second,5.0,4.05,Hyundai,24.0,1120.0,70.0,
Jaipur,2009,22100,Petrol,Manual,Second,4.0,0.8,Maruti,16.1,796.0,37.0,
